shipment_id,warehouse_id,date,destination_region,delivery_days,sla_days,weight_kg,carrier,status,on_time
SH006549,WH03,2024-04-01,Nordeste,12,5,0.58,Total Express,Entregue,0
SH006550,WH11,2023-06-23,Sul,5,10,5.89,Jadlog,Entregue,1
SH006551,WH07,2023-09-22,Sul,3,7,0.73,Azul Cargo,Entregue,1
SH006552,WH07,2024-06-17,Sudeste,8,3,3.98,Jadlog,Entregue,0
SH006553,WH01,2023-03-19,Nordeste,2,3,1.44,Correios,Entregue,1
SH006554,WH07,2024-03-09,Nordeste,14,10,21.83,Jadlog,Entregue,0
SH006555,WH10,2023-12-17,Norte,11,3,2.65,Correios,Entregue,0
SH006556,WH05,2023-04-22,Sudeste,5,5,1.62,Correios,Entregue,1
SH006557,WH07,2024-01-19,Nordeste,12,3,22.69,Correios,Atrasado,0
SH006558,WH08,2023-02-23,Norte,2,5,11.67,Correios,Entregue,1
SH006559,WH10,2023-02-22,Norte,9,7,36.2,Jadlog,Em trânsito,0
SH006560,WH12,2023-09-02,Norte,1,5,11.83,Correios,Entregue,1
SH006561,WH07,2024-06-21,Norte,5,5,13.53,Total Express,Entregue,1
SH006562,WH10,2023-11-16,Sul,13,5,5.38,Correios,Atrasado,0
SH006563,WH02,2024-06-18,Centro-Oeste,10,5,16.43,Azul Cargo,Entregue,0
SH006564,WH04,2023-05-03,Norte,14,3,10.48,Azul Cargo,Em trânsito,0
SH006565,WH06,2024-05-27,Sul,4,10,2.08,Correios,Entregue,1
SH006566,WH09,2023-01-28,Centro-Oeste,3,3,2.03,Jadlog,Entregue,1
SH006567,WH05,2024-04-05,Sul,9,5,12.37,Total Express,Entregue,0
SH006568,WH12,2023-08-27,Centro-Oeste,1,5,3.81,Jadlog,Entregue,1
SH006569,WH02,2024-01-09,Sul,13,10,9.42,Total Express,Atrasado,0
SH006570,WH04,2023-04-17,Sudeste,13,3,2.56,Jadlog,Entregue,0
SH006571,WH08,2023-02-07,Sul,12,3,6.52,Azul Cargo,Entregue,0
SH006572,WH04,2024-05-28,Sudeste,7,3,23.8,Jadlog,Entregue,0
SH006573,WH08,2023-11-22,Centro-Oeste,10,7,14.08,Total Express,Entregue,0
SH006574,WH04,2024-02-06,Nordeste,6,10,8.02,Jadlog,Em trânsito,1
SH006575,WH08,2023-11-28,Nordeste,1,3,8.12,Azul Cargo,Entregue,1
SH006576,WH03,2023-03-16,Norte,4,7,5.88,Total Express,Entregue,1
SH006577,WH04,2024-04-01,Centro-Oeste,10,10,12.67,Azul Cargo,Entregue,1
SH006578,WH10,2023-06-05,Sul,1,7,2.5,Azul Cargo,Entregue,1
SH006579,WH09,2023-10-03,Norte,3,10,4.93,Total Express,Em trânsito,1
SH006580,WH05,2023-03-09,Sul,12,7,13.66,Azul Cargo,Atrasado,0
SH006581,WH03,2023-02-15,Nordeste,1,3,15.36,Jadlog,Em trânsito,1
SH006582,WH03,2023-11-02,Norte,2,10,26.06,Jadlog,Entregue,1
SH006583,WH04,2024-05-01,Centro-Oeste,1,3,4.37,Correios,Entregue,1
SH006584,WH02,2024-05-09,Centro-Oeste,11,10,22.99,Jadlog,Entregue,0
SH006585,WH07,2023-09-16,Norte,13,3,20.85,Total Express,Entregue,0
SH006586,WH07,2024-05-30,Norte,5,5,0.12,Correios,Entregue,1
SH006587,WH09,2023-06-04,Sul,6,10,13.4,Azul Cargo,Entregue,1
SH006588,WH08,2023-02-06,Sul,12,10,17.48,Correios,Entregue,0
SH006589,WH03,2024-06-18,Centro-Oeste,2,10,0.05,Correios,Entregue,1
SH006590,WH05,2023-06-04,Centro-Oeste,3,7,8.17,Correios,Em trânsito,1
SH006591,WH08,2024-05-28,Norte,2,3,36.66,Azul Cargo,Entregue,1
SH006592,WH08,2023-09-23,Sudeste,7,3,36.85,Jadlog,Entregue,0
SH006593,WH02,2023-12-12,Norte,12,3,16.19,Correios,Entregue,0
SH006594,WH12,2024-06-22,Norte,11,5,21.38,Jadlog,Entregue,0
SH006595,WH01,2024-05-15,Nordeste,1,5,4.41,Azul Cargo,Entregue,1
SH006596,WH05,2023-10-20,Norte,7,10,7.42,Total Express,Em trânsito,1
SH006597,WH01,2023-10-12,Nordeste,5,7,64.2,Jadlog,Extraviado,1
SH006598,WH07,2023-07-24,Sul,9,5,19.76,Correios,Entregue,0
SH006599,WH08,2023-05-16,Sudeste,7,3,0.55,Jadlog,Em trânsito,0
SH006600,WH11,2023-11-12,Norte,14,10,0.67,Azul Cargo,Entregue,0
SH006601,WH06,2023-05-08,Sul,1,3,10.4,Azul Cargo,Entregue,1
SH006602,WH03,2023-12-15,Norte,2,3,5.61,Total Express,Entregue,1
SH006603,WH12,2024-03-24,Norte,6,5,3.23,Total Express,Entregue,0
SH006604,WH10,2024-06-20,Sul,2,10,4.63,Jadlog,Entregue,1
SH006605,WH01,2023-08-17,Norte,14,7,38.32,Correios,Em trânsito,0
SH006606,WH02,2023-12-19,Sudeste,4,10,4.66,Correios,Entregue,1
SH006607,WH02,2023-01-15,Norte,1,5,5.39,Jadlog,Entregue,1
SH006608,WH10,2023-07-02,Nordeste,8,5,7.2,Total Express,Entregue,0
SH006609,WH02,2023-05-16,Sul,9,10,2.1,Correios,Atrasado,1
SH006610,WH10,2023-09-12,Nordeste,9,5,5.92,Azul Cargo,Entregue,0
SH006611,WH05,2023-10-31,Sudeste,14,3,12.48,Azul Cargo,Entregue,0
SH006612,WH02,2024-03-24,Norte,13,5,3.6,Total Express,Entregue,0
SH006613,WH09,2024-04-04,Sul,8,5,11.7,Azul Cargo,Entregue,0
SH006614,WH06,2024-04-05,Sul,11,7,3.37,Correios,Entregue,0
SH006615,WH07,2024-01-09,Nordeste,13,3,18.54,Total Express,Entregue,0
SH006616,WH03,2024-02-10,Sudeste,9,10,33.26,Correios,Entregue,1
SH006617,WH10,2024-03-16,Nordeste,4,5,7.05,Correios,Entregue,1
SH006618,WH07,2023-08-21,Centro-Oeste,3,3,39.73,Total Express,Entregue,1
SH006619,WH04,2024-06-08,Sudeste,6,5,13.1,Correios,Entregue,0
SH006620,WH08,2023-11-06,Norte,3,3,14.92,Total Express,Entregue,1
SH006621,WH09,2023-04-15,Centro-Oeste,1,7,8.59,Correios,Em trânsito,1
SH006622,WH05,2023-10-30,Nordeste,12,5,3.1,Total Express,Entregue,0
SH006623,WH03,2023-11-22,Nordeste,5,7,33.71,Total Express,Entregue,1
SH006624,WH11,2023-11-24,Sudeste,10,10,42.01,Azul Cargo,Entregue,1
SH006625,WH06,2023-03-29,Sudeste,13,10,22.14,Azul Cargo,Entregue,0
SH006626,WH03,2024-05-26,Nordeste,11,7,7.47,Correios,Entregue,0
SH006627,WH06,2023-10-21,Sul,4,7,2.25,Total Express,Entregue,1
SH006628,WH07,2024-01-01,Norte,9,3,1.13,Total Express,Entregue,0
SH006629,WH06,2023-10-05,Sudeste,5,3,8.43,Total Express,Entregue,0
SH006630,WH04,2023-03-28,Sul,11,7,4.37,Correios,Entregue,0
SH006631,WH07,2023-01-01,Nordeste,2,10,23.32,Jadlog,Entregue,1
SH006632,WH02,2023-08-02,Nordeste,1,3,9.42,Azul Cargo,Entregue,1
SH006633,WH05,2023-07-10,Sul,9,7,30.42,Azul Cargo,Entregue,0
SH006634,WH06,2023-04-30,Nordeste,2,10,15.51,Jadlog,Entregue,1
SH006635,WH06,2023-07-14,Norte,7,3,7.22,Jadlog,Entregue,0
SH006636,WH05,2023-07-08,Sul,13,3,16.31,Jadlog,Entregue,0
SH006637,WH10,2024-01-19,Norte,6,5,41.34,Azul Cargo,Entregue,0
SH006638,WH05,2024-05-02,Sudeste,11,10,9.93,Azul Cargo,Entregue,0
SH006639,WH08,2023-09-29,Centro-Oeste,5,5,4.52,Azul Cargo,Em trânsito,1
SH006640,WH05,2023-05-21,Norte,2,7,5.58,Correios,Atrasado,1
SH006641,WH11,2023-10-05,Centro-Oeste,12,5,11.62,Total Express,Entregue,0
SH006642,WH06,2024-02-07,Nordeste,8,3,42.81,Azul Cargo,Entregue,0
SH006643,WH10,2024-02-06,Norte,6,3,7.67,Azul Cargo,Entregue,0
SH006644,WH01,2024-05-26,Norte,8,3,14.81,Correios,Entregue,0
SH006645,WH01,2023-02-17,Nordeste,4,3,2.37,Correios,Em trânsito,0
SH006646,WH01,2024-06-22,Norte,10,5,11.62,Jadlog,Entregue,0
SH006647,WH04,2024-05-07,Nordeste,6,3,15.89,Correios,Entregue,0
SH006648,WH03,2023-05-20,Sudeste,9,3,6.61,Total Express,Entregue,0
SH006649,WH05,2023-08-25,Sul,3,3,12.14,Azul Cargo,Entregue,1
SH006650,WH07,2024-04-04,Norte,11,3,3.09,Azul Cargo,Entregue,0
SH006651,WH06,2023-03-27,Sudeste,9,7,7.38,Total Express,Entregue,0
SH006652,WH03,2024-01-28,Sul,14,10,20.96,Total Express,Entregue,0
SH006653,WH02,2024-05-07,Norte,6,10,2.67,Jadlog,Em trânsito,1
SH006654,WH02,2023-08-31,Sudeste,12,10,1.12,Correios,Entregue,0
SH006655,WH03,2023-10-07,Norte,1,5,14.31,Azul Cargo,Entregue,1
SH006656,WH10,2023-07-14,Sul,4,10,4.51,Azul Cargo,Entregue,1
SH006657,WH03,2023-08-28,Norte,5,10,8.04,Azul Cargo,Entregue,1
SH006658,WH03,2024-05-08,Nordeste,2,7,26.69,Total Express,Extraviado,1
SH006659,WH08,2023-10-29,Sudeste,7,3,2.28,Azul Cargo,Entregue,0
SH006660,WH03,2023-10-09,Norte,4,10,17.79,Total Express,Entregue,1
SH006661,WH06,2023-08-20,Nordeste,9,3,8.48,Total Express,Entregue,0
SH006662,WH09,2024-03-05,Sul,10,3,0.57,Correios,Entregue,0
SH006663,WH08,2024-04-27,Sul,4,3,2.37,Jadlog,Entregue,0
SH006664,WH06,2024-01-24,Nordeste,9,7,8.21,Correios,Em trânsito,0
SH006665,WH10,2024-06-25,Sul,5,3,3.05,Total Express,Em trânsito,0
SH006666,WH05,2024-03-02,Nordeste,6,7,5.27,Jadlog,Em trânsito,1
SH006667,WH05,2023-08-28,Sul,9,10,14.18,Jadlog,Entregue,1
SH006668,WH08,2023-08-27,Centro-Oeste,13,5,22.57,Correios,Em trânsito,0
SH006669,WH07,2023-06-29,Centro-Oeste,10,3,6.97,Azul Cargo,Entregue,0
SH006670,WH11,2023-06-22,Norte,7,5,8.54,Azul Cargo,Entregue,0
SH006671,WH05,2023-01-23,Sul,13,5,10.71,Jadlog,Em trânsito,0
SH006672,WH11,2023-05-13,Centro-Oeste,4,3,2.23,Total Express,Entregue,0
SH006673,WH10,2023-02-27,Nordeste,13,5,10.92,Total Express,Em trânsito,0
SH006674,WH06,2023-06-17,Sul,9,7,19.87,Total Express,Entregue,0
SH006675,WH12,2023-01-12,Sudeste,4,3,27.05,Total Express,Entregue,0
SH006676,WH05,2023-12-16,Nordeste,5,10,2.54,Jadlog,Entregue,1
SH006677,WH11,2023-09-30,Centro-Oeste,9,10,23.3,Correios,Atrasado,1
SH006678,WH09,2023-09-28,Centro-Oeste,8,3,25.01,Jadlog,Entregue,0
SH006679,WH11,2023-06-20,Centro-Oeste,10,7,17.27,Azul Cargo,Em trânsito,0
SH006680,WH06,2023-03-08,Norte,6,3,20.52,Jadlog,Em trânsito,0
SH006681,WH03,2024-05-26,Norte,11,3,7.03,Correios,Entregue,0
SH006682,WH03,2024-04-03,Sudeste,6,7,42.6,Azul Cargo,Entregue,1
SH006683,WH10,2023-05-22,Sudeste,7,10,15.18,Jadlog,Atrasado,1
SH006684,WH10,2024-03-18,Nordeste,14,3,3.57,Jadlog,Em trânsito,0
SH006685,WH04,2023-12-03,Sudeste,1,5,0.36,Azul Cargo,Entregue,1
SH006686,WH05,2023-02-04,Nordeste,4,5,2.32,Correios,Atrasado,1
SH006687,WH12,2023-01-30,Sul,14,3,16.44,Correios,Entregue,0
SH006688,WH09,2023-10-04,Norte,8,7,23.78,Jadlog,Entregue,0
SH006689,WH10,2023-08-06,Centro-Oeste,14,10,1.1,Total Express,Entregue,0
SH006690,WH11,2023-10-21,Nordeste,10,5,12.74,Total Express,Em trânsito,0
SH006691,WH02,2024-01-08,Sudeste,10,5,5.53,Azul Cargo,Entregue,0
SH006692,WH02,2023-03-11,Sul,7,7,10.63,Total Express,Entregue,1
SH006693,WH01,2023-11-20,Sudeste,2,10,22.67,Jadlog,Entregue,1
SH006694,WH08,2024-04-10,Centro-Oeste,7,5,6.7,Correios,Em trânsito,0
SH006695,WH01,2024-06-19,Sul,5,5,2.49,Total Express,Entregue,1
SH006696,WH06,2024-06-22,Sudeste,10,10,1.45,Jadlog,Entregue,1
SH006697,WH02,2024-04-18,Nordeste,6,3,77.57,Azul Cargo,Entregue,0
SH006698,WH09,2023-11-29,Sudeste,10,3,17.5,Total Express,Em trânsito,0
SH006699,WH04,2023-11-16,Norte,11,10,0.67,Azul Cargo,Entregue,0
SH006700,WH10,2023-11-09,Norte,13,5,2.26,Total Express,Em trânsito,0
SH006701,WH11,2023-08-29,Sul,1,3,13.86,Total Express,Entregue,1
SH006702,WH05,2023-05-27,Norte,1,3,6.6,Azul Cargo,Entregue,1
SH006703,WH02,2023-05-07,Sudeste,12,3,11.63,Correios,Entregue,0
SH006704,WH05,2024-04-24,Centro-Oeste,8,5,9.99,Azul Cargo,Entregue,0
SH006705,WH07,2024-02-03,Norte,10,10,2.05,Correios,Atrasado,1
SH006706,WH05,2023-07-05,Nordeste,7,5,6.95,Jadlog,Entregue,0
SH006707,WH01,2024-06-22,Sudeste,12,10,9.06,Total Express,Entregue,0
SH006708,WH09,2023-03-22,Norte,1,7,6.92,Jadlog,Entregue,1
SH006709,WH02,2023-04-01,Sul,10,5,7.87,Correios,Entregue,0
SH006710,WH04,2024-04-19,Centro-Oeste,2,5,54.52,Total Express,Entregue,1
SH006711,WH06,2023-05-16,Centro-Oeste,1,7,50.52,Correios,Entregue,1
SH006712,WH01,2024-06-21,Centro-Oeste,2,3,5.22,Correios,Entregue,1
SH006713,WH09,2023-08-18,Centro-Oeste,13,7,15.69,Total Express,Entregue,0
SH006714,WH09,2023-03-19,Nordeste,7,7,3.19,Total Express,Entregue,1
SH006715,WH08,2023-09-22,Norte,10,3,57.15,Jadlog,Entregue,0
SH006716,WH09,2024-04-04,Centro-Oeste,10,3,6.41,Jadlog,Entregue,0
SH006717,WH04,2023-12-20,Nordeste,12,10,10.52,Jadlog,Entregue,0
SH006718,WH09,2023-12-31,Nordeste,7,10,5.76,Jadlog,Entregue,1
SH006719,WH04,2024-04-14,Centro-Oeste,11,7,2.04,Total Express,Entregue,0
SH006720,WH05,2023-05-20,Centro-Oeste,9,7,2.01,Correios,Atrasado,0
SH006721,WH06,2024-06-28,Nordeste,9,5,33.64,Correios,Entregue,0
SH006722,WH11,2024-01-13,Nordeste,14,10,9.65,Total Express,Entregue,0
SH006723,WH07,2024-01-03,Sul,9,3,42.73,Azul Cargo,Entregue,0
SH006724,WH11,2023-04-16,Nordeste,7,5,6.19,Jadlog,Entregue,0
SH006725,WH03,2024-05-06,Sul,12,3,7.71,Jadlog,Entregue,0
SH006726,WH02,2023-08-20,Sudeste,8,7,2.95,Correios,Em trânsito,0
SH006727,WH12,2024-01-23,Sudeste,7,10,1.33,Jadlog,Entregue,1
SH006728,WH05,2024-05-31,Sul,6,10,18.33,Azul Cargo,Entregue,1
SH006729,WH10,2023-01-16,Sudeste,10,3,6.05,Total Express,Entregue,0
SH006730,WH03,2023-08-26,Nordeste,11,7,18.54,Correios,Em trânsito,0
SH006731,WH11,2023-10-28,Nordeste,4,3,7.12,Azul Cargo,Entregue,0
SH006732,WH03,2024-06-14,Centro-Oeste,3,10,31.06,Total Express,Entregue,1
SH006733,WH07,2024-05-06,Norte,5,3,25.85,Azul Cargo,Entregue,0
SH006734,WH06,2024-06-08,Centro-Oeste,14,3,20.66,Jadlog,Entregue,0
SH006735,WH11,2023-05-11,Centro-Oeste,14,7,18.91,Jadlog,Entregue,0
SH006736,WH12,2023-09-28,Norte,5,3,12.87,Jadlog,Entregue,0
SH006737,WH03,2023-08-07,Sul,4,5,24.56,Jadlog,Entregue,1
SH006738,WH07,2024-06-28,Nordeste,12,3,22.89,Correios,Entregue,0
SH006739,WH10,2024-05-25,Norte,3,10,2.87,Correios,Entregue,1
SH006740,WH11,2023-11-10,Nordeste,4,10,14.32,Azul Cargo,Entregue,1
SH006741,WH10,2023-09-20,Sul,2,5,21.58,Jadlog,Em trânsito,1
SH006742,WH06,2023-02-13,Sudeste,7,7,16.41,Correios,Atrasado,1
SH006743,WH01,2024-01-11,Centro-Oeste,12,7,0.21,Correios,Entregue,0
SH006744,WH05,2023-01-15,Centro-Oeste,12,3,11.53,Correios,Atrasado,0
SH006745,WH04,2024-05-29,Nordeste,14,3,4.02,Correios,Entregue,0
SH006746,WH03,2024-05-22,Norte,8,5,17.84,Azul Cargo,Entregue,0
SH006747,WH03,2023-04-17,Sudeste,10,10,16.19,Correios,Entregue,1
SH006748,WH08,2023-12-20,Nordeste,1,3,1.38,Jadlog,Entregue,1
SH006749,WH03,2023-03-01,Centro-Oeste,1,3,4.87,Azul Cargo,Entregue,1
SH006750,WH11,2023-12-21,Nordeste,5,5,27.7,Correios,Em trânsito,1
SH006751,WH02,2024-01-03,Nordeste,12,3,7.92,Total Express,Entregue,0
SH006752,WH05,2023-07-21,Centro-Oeste,7,5,8.48,Correios,Entregue,0
SH006753,WH10,2024-04-15,Sudeste,5,7,2.74,Jadlog,Entregue,1
SH006754,WH03,2023-01-30,Nordeste,7,3,2.35,Azul Cargo,Entregue,0
SH006755,WH10,2023-04-13,Norte,12,5,0.83,Total Express,Entregue,0
SH006756,WH03,2023-05-21,Norte,2,7,1.0,Total Express,Entregue,1
SH006757,WH08,2023-11-08,Sul,3,10,2.31,Correios,Extraviado,1
SH006758,WH09,2023-10-07,Sul,4,5,0.17,Total Express,Entregue,1
SH006759,WH02,2023-09-16,Sul,5,10,62.46,Total Express,Entregue,1
SH006760,WH01,2024-06-24,Norte,13,3,6.85,Azul Cargo,Extraviado,0
SH006761,WH08,2023-03-29,Sudeste,4,10,6.3,Azul Cargo,Entregue,1
SH006762,WH12,2023-08-29,Nordeste,7,10,10.6,Jadlog,Entregue,1
SH006763,WH10,2023-11-19,Norte,5,5,23.19,Azul Cargo,Entregue,1
SH006764,WH10,2023-05-07,Sul,5,7,13.06,Correios,Entregue,1
SH006765,WH06,2023-03-30,Sul,2,3,2.89,Jadlog,Entregue,1
SH006766,WH12,2023-03-05,Nordeste,13,3,16.4,Jadlog,Entregue,0
SH006767,WH09,2023-07-14,Sul,1,3,1.81,Correios,Entregue,1
SH006768,WH12,2023-09-28,Centro-Oeste,1,7,23.3,Azul Cargo,Entregue,1
SH006769,WH01,2023-07-22,Sudeste,11,3,15.84,Jadlog,Entregue,0
SH006770,WH05,2024-02-15,Centro-Oeste,8,10,33.17,Total Express,Entregue,1
SH006771,WH05,2023-03-18,Norte,1,10,24.96,Azul Cargo,Entregue,1
SH006772,WH03,2023-03-28,Nordeste,9,7,6.39,Total Express,Entregue,0
SH006773,WH02,2023-11-29,Sudeste,2,7,26.96,Total Express,Em trânsito,1
SH006774,WH09,2024-01-20,Sudeste,12,5,19.92,Total Express,Entregue,0
SH006775,WH11,2023-11-18,Centro-Oeste,8,7,7.11,Correios,Entregue,0
SH006776,WH07,2023-03-07,Sul,2,5,14.25,Jadlog,Entregue,1
SH006777,WH09,2024-03-25,Norte,8,3,2.19,Correios,Entregue,0
SH006778,WH03,2023-09-01,Sul,13,5,9.17,Correios,Entregue,0
SH006779,WH01,2024-05-30,Sudeste,9,7,0.66,Jadlog,Em trânsito,0
SH006780,WH02,2023-11-29,Sul,8,5,6.35,Total Express,Entregue,0
SH006781,WH06,2024-03-04,Norte,13,3,11.87,Jadlog,Entregue,0
SH006782,WH06,2023-09-14,Sudeste,6,5,11.85,Total Express,Entregue,0
SH006783,WH02,2023-07-04,Sul,7,3,5.55,Total Express,Entregue,0
SH006784,WH09,2023-03-08,Nordeste,14,7,1.11,Correios,Entregue,0
SH006785,WH10,2023-01-14,Sul,14,10,12.29,Jadlog,Atrasado,0
SH006786,WH01,2023-01-10,Nordeste,4,3,1.06,Total Express,Entregue,0
SH006787,WH04,2023-01-01,Centro-Oeste,4,10,3.2,Correios,Entregue,1
SH006788,WH04,2023-02-14,Norte,11,5,19.51,Jadlog,Entregue,0
SH006789,WH01,2023-12-14,Nordeste,3,5,6.89,Jadlog,Entregue,1
SH006790,WH12,2024-03-02,Norte,10,10,100.62,Correios,Entregue,1
SH006791,WH05,2024-06-06,Centro-Oeste,9,5,17.65,Azul Cargo,Entregue,0
SH006792,WH06,2024-02-29,Sul,14,7,6.23,Jadlog,Entregue,0
SH006793,WH09,2024-02-28,Sul,5,5,1.4,Azul Cargo,Entregue,1
SH006794,WH11,2023-03-08,Nordeste,8,7,6.73,Total Express,Entregue,0
SH006795,WH08,2023-08-03,Centro-Oeste,3,7,1.76,Jadlog,Entregue,1
SH006796,WH04,2024-01-05,Sul,12,5,14.05,Azul Cargo,Entregue,0
SH006797,WH06,2023-10-28,Sudeste,4,7,1.33,Total Express,Atrasado,1
SH006798,WH07,2023-05-17,Centro-Oeste,3,10,34.44,Azul Cargo,Entregue,1
SH006799,WH06,2023-08-17,Sudeste,12,3,5.93,Correios,Entregue,0
SH006800,WH05,2024-05-24,Sudeste,9,3,0.4,Total Express,Em trânsito,0
SH006801,WH01,2023-07-27,Centro-Oeste,1,7,21.17,Jadlog,Entregue,1
SH006802,WH07,2023-01-19,Sul,10,3,5.2,Azul Cargo,Entregue,0
SH006803,WH11,2024-05-05,Centro-Oeste,9,3,13.3,Azul Cargo,Entregue,0
SH006804,WH07,2023-05-11,Sul,11,3,23.88,Azul Cargo,Entregue,0
SH006805,WH05,2023-05-21,Norte,11,5,0.73,Correios,Entregue,0
SH006806,WH12,2024-06-21,Sudeste,8,10,0.19,Azul Cargo,Em trânsito,1
SH006807,WH09,2023-05-31,Nordeste,1,3,1.83,Jadlog,Entregue,1
SH006808,WH12,2024-01-16,Centro-Oeste,11,3,3.22,Correios,Entregue,0
SH006809,WH03,2023-04-15,Nordeste,10,3,8.91,Correios,Em trânsito,0
SH006810,WH01,2023-07-17,Norte,10,3,38.92,Correios,Entregue,0
SH006811,WH05,2023-08-15,Norte,4,3,9.45,Jadlog,Entregue,0
SH006812,WH04,2024-06-01,Sudeste,10,7,23.53,Correios,Atrasado,0
SH006813,WH06,2023-01-17,Nordeste,13,7,2.67,Jadlog,Atrasado,0
SH006814,WH02,2023-06-21,Norte,1,5,26.83,Azul Cargo,Entregue,1
SH006815,WH05,2023-11-13,Sudeste,14,3,15.05,Correios,Entregue,0
SH006816,WH08,2023-04-05,Centro-Oeste,11,10,35.92,Total Express,Atrasado,0
SH006817,WH08,2023-08-24,Centro-Oeste,11,5,24.81,Correios,Em trânsito,0
SH006818,WH12,2023-01-16,Nordeste,2,10,22.79,Total Express,Em trânsito,1
SH006819,WH02,2024-03-19,Sudeste,10,3,0.91,Jadlog,Em trânsito,0
SH006820,WH03,2024-06-18,Sudeste,2,3,13.45,Total Express,Extraviado,1
SH006821,WH09,2023-03-09,Sudeste,11,10,4.41,Azul Cargo,Entregue,0
SH006822,WH11,2023-05-28,Sul,5,5,3.59,Total Express,Entregue,1
SH006823,WH11,2024-04-05,Norte,3,10,7.24,Jadlog,Entregue,1
SH006824,WH07,2023-06-13,Sudeste,8,3,24.23,Correios,Em trânsito,0
SH006825,WH09,2023-12-20,Sul,2,10,1.13,Correios,Entregue,1
SH006826,WH04,2023-03-09,Sul,13,5,30.95,Azul Cargo,Entregue,0
SH006827,WH11,2023-10-09,Centro-Oeste,10,5,23.42,Correios,Entregue,0
SH006828,WH07,2023-02-04,Norte,5,3,3.94,Correios,Entregue,0
SH006829,WH07,2024-02-08,Centro-Oeste,6,10,4.97,Correios,Entregue,1
SH006830,WH07,2023-09-23,Norte,14,3,0.62,Total Express,Entregue,0
SH006831,WH10,2023-03-11,Centro-Oeste,10,3,15.7,Azul Cargo,Entregue,0
SH006832,WH11,2024-04-22,Sul,5,7,2.26,Total Express,Entregue,1
SH006833,WH05,2023-12-06,Sudeste,1,3,4.2,Total Express,Entregue,1
SH006834,WH06,2023-10-29,Sudeste,13,5,6.09,Azul Cargo,Entregue,0
SH006835,WH04,2024-05-13,Norte,7,10,6.26,Total Express,Entregue,1
SH006836,WH11,2024-05-30,Sudeste,6,10,19.41,Total Express,Entregue,1
SH006837,WH09,2023-04-22,Centro-Oeste,10,3,8.2,Correios,Entregue,0
SH006838,WH04,2024-06-24,Centro-Oeste,4,5,0.69,Correios,Entregue,1
SH006839,WH09,2023-09-17,Nordeste,10,5,11.01,Azul Cargo,Entregue,0
SH006840,WH09,2024-01-09,Nordeste,7,10,4.4,Total Express,Entregue,1
SH006841,WH05,2024-01-10,Sudeste,12,10,4.98,Total Express,Atrasado,0
SH006842,WH09,2023-07-20,Norte,11,5,2.78,Correios,Entregue,0
SH006843,WH09,2023-07-22,Sul,13,7,1.42,Correios,Entregue,0
SH006844,WH12,2023-11-17,Centro-Oeste,13,3,3.55,Total Express,Entregue,0
SH006845,WH03,2024-04-23,Nordeste,10,5,25.13,Total Express,Entregue,0
SH006846,WH12,2024-05-12,Norte,7,3,24.64,Correios,Entregue,0
SH006847,WH03,2023-04-10,Sul,11,5,34.82,Jadlog,Em trânsito,0
SH006848,WH04,2023-10-30,Sul,14,10,0.42,Jadlog,Entregue,0
SH006849,WH08,2023-01-18,Norte,10,5,27.69,Total Express,Entregue,0
SH006850,WH03,2023-06-03,Sul,9,5,5.38,Jadlog,Em trânsito,0
SH006851,WH02,2023-10-16,Nordeste,1,3,12.55,Azul Cargo,Em trânsito,1
SH006852,WH12,2023-12-10,Sudeste,6,10,11.61,Jadlog,Atrasado,1
SH006853,WH06,2023-06-23,Centro-Oeste,12,10,2.26,Total Express,Entregue,0
SH006854,WH03,2024-06-20,Nordeste,6,7,2.27,Jadlog,Entregue,1
SH006855,WH09,2024-02-03,Nordeste,13,7,2.88,Total Express,Entregue,0
SH006856,WH10,2023-06-11,Centro-Oeste,12,5,3.76,Total Express,Em trânsito,0
SH006857,WH09,2024-03-10,Sudeste,6,10,5.53,Azul Cargo,Entregue,1
SH006858,WH10,2023-04-15,Sudeste,14,3,7.28,Correios,Entregue,0
SH006859,WH06,2023-11-24,Sul,12,3,5.34,Jadlog,Entregue,0
SH006860,WH05,2023-03-17,Sul,8,5,10.68,Azul Cargo,Entregue,0
SH006861,WH11,2024-06-15,Sul,13,7,2.05,Total Express,Entregue,0
SH006862,WH02,2023-10-31,Nordeste,9,3,32.32,Jadlog,Entregue,0
SH006863,WH08,2023-06-30,Sul,4,3,21.79,Jadlog,Entregue,0
SH006864,WH03,2023-11-15,Sudeste,13,3,0.64,Jadlog,Entregue,0
SH006865,WH05,2024-02-05,Norte,6,10,7.43,Correios,Entregue,1
SH006866,WH10,2023-08-11,Nordeste,1,3,20.23,Jadlog,Em trânsito,1
SH006867,WH11,2023-07-26,Nordeste,13,3,5.21,Jadlog,Entregue,0
SH006868,WH04,2024-02-20,Norte,5,5,6.61,Correios,Entregue,1
SH006869,WH03,2023-04-22,Nordeste,2,10,65.55,Jadlog,Entregue,1
SH006870,WH11,2023-12-07,Norte,9,3,16.9,Total Express,Entregue,0
SH006871,WH03,2024-02-01,Nordeste,12,10,3.89,Jadlog,Em trânsito,0
SH006872,WH09,2024-02-15,Norte,6,5,10.0,Azul Cargo,Em trânsito,0
SH006873,WH02,2024-02-14,Norte,13,10,19.48,Jadlog,Entregue,0
SH006874,WH03,2023-11-05,Sudeste,10,5,3.95,Azul Cargo,Entregue,0
SH006875,WH05,2023-03-15,Norte,8,5,0.95,Jadlog,Entregue,0
