transaction_id,customer_id,date,amount,category,payment_method,status
T011025,C00665,2022-12-08,494.12,Moda,Crédito,Concluído
T011026,C00750,2023-12-28,500.59,Moda,Pix,Concluído
T011027,C01449,2022-12-26,130.48,Moda,Boleto,Concluído
T011028,C01541,2023-05-14,28.29,Esporte,Débito,Concluído
T011029,C00960,2022-05-21,1534.35,Esporte,Pix,Concluído
T011030,C01982,2023-10-30,39.26,Eletrônicos,Crédito,Concluído
T011031,C00637,2022-08-10,181.2,Esporte,Boleto,Concluído
T011032,C00879,2023-01-24,76.84,Moda,Débito,Concluído
T011033,C01352,2022-11-26,178.72,Esporte,Boleto,Reembolsado
T011034,C00087,2024-01-13,90.94,Esporte,Pix,Concluído
T011035,C00515,2023-01-28,567.98,Esporte,Crédito,Concluído
T011036,C01004,2023-10-16,863.19,Casa,Débito,Concluído
T011037,C01189,2022-12-24,131.94,Esporte,Boleto,Concluído
T011038,C01247,2023-01-29,18.19,Casa,Pix,Concluído
T011039,C00861,2023-08-10,272.17,Moda,Pix,Concluído
T011040,C01321,2022-02-09,118.15,Eletrônicos,Crédito,Concluído
T011041,C00916,2024-06-20,1066.62,Alimentação,Pix,Cancelado
T011042,C00451,2022-09-30,23.41,Eletrônicos,Boleto,Concluído
T011043,C01367,2023-02-24,31.71,Alimentação,Pix,Reembolsado
T011044,C01960,2022-03-11,300.51,Moda,Pix,Concluído
T011045,C00341,2024-04-08,355.38,Casa,Boleto,Concluído
T011046,C01485,2023-09-15,159.24,Esporte,Pix,Concluído
T011047,C01416,2023-04-03,81.18,Casa,Crédito,Concluído
T011048,C01925,2022-08-22,92.7,Alimentação,Débito,Cancelado
T011049,C01561,2022-07-16,103.11,Esporte,Débito,Concluído
T011050,C01575,2024-04-30,63.81,Alimentação,Pix,Concluído
T011051,C00421,2023-12-12,475.35,Alimentação,Crédito,Concluído
T011052,C00381,2023-05-24,16.82,Esporte,Pix,Cancelado
T011053,C01641,2023-06-20,130.76,Eletrônicos,Pix,Concluído
T011054,C00005,2024-03-29,344.19,Eletrônicos,Pix,Cancelado
T011055,C00648,2022-05-27,0.96,Alimentação,Pix,Concluído
T011056,C01028,2023-07-28,526.0,Moda,Débito,Concluído
T011057,C01705,2023-04-04,306.29,Casa,Pix,Concluído
T011058,C00316,2022-03-08,19.05,Eletrônicos,Pix,Concluído
T011059,C01846,2022-01-30,563.44,Esporte,Pix,Concluído
T011060,C01942,2022-04-17,167.02,Alimentação,Débito,Concluído
T011061,C01102,2023-11-09,264.06,Casa,Crédito,Concluído
T011062,C00531,2023-01-25,534.34,Casa,Crédito,Cancelado
T011063,C01741,2024-05-28,532.5,Alimentação,Crédito,Concluído
T011064,C00355,2023-02-10,131.38,Casa,Crédito,Concluído
T011065,C01860,2022-05-01,67.85,Moda,Crédito,Concluído
T011066,C01057,2022-01-11,74.41,Alimentação,Boleto,Concluído
T011067,C00662,2023-08-07,363.05,Casa,Pix,Concluído
T011068,C01729,2022-12-13,662.79,Casa,Pix,Concluído
T011069,C01163,2022-09-10,18.74,Eletrônicos,Crédito,Concluído
T011070,C01296,2024-03-07,3.78,Casa,Boleto,Concluído
T011071,C01220,2022-04-29,432.81,Casa,Débito,Concluído
T011072,C00127,2024-06-05,122.19,Eletrônicos,Boleto,Concluído
T011073,C00349,2023-06-04,80.9,Alimentação,Pix,Concluído
T011074,C01767,2022-08-03,52.18,Eletrônicos,Crédito,Concluído
T011075,C01068,2024-01-03,106.35,Esporte,Boleto,Concluído
T011076,C00742,2022-03-21,889.18,Esporte,Débito,Cancelado
T011077,C00728,2023-02-23,943.93,Moda,Crédito,Concluído
T011078,C00244,2023-08-07,100.68,Casa,Débito,Concluído
T011079,C00009,2023-12-13,828.92,Esporte,Crédito,Concluído
T011080,C01786,2023-11-16,89.12,Alimentação,Pix,Concluído
T011081,C00712,2022-10-16,481.86,Alimentação,Crédito,Concluído
T011082,C00846,2022-08-22,59.57,Esporte,Crédito,Concluído
T011083,C01103,2022-09-18,437.88,Eletrônicos,Crédito,Concluído
T011084,C01781,2023-10-19,109.13,Moda,Crédito,Concluído
T011085,C01214,2022-01-22,54.45,Eletrônicos,Boleto,Concluído
T011086,C00086,2022-03-19,682.5,Moda,Boleto,Concluído
T011087,C01509,2024-01-12,60.26,Esporte,Boleto,Reembolsado
T011088,C00271,2023-11-03,1201.98,Eletrônicos,Crédito,Concluído
T011089,C01798,2022-01-14,28.73,Esporte,Débito,Concluído
T011090,C00513,2024-01-18,2.52,Moda,Boleto,Concluído
T011091,C01044,2022-05-28,511.59,Alimentação,Pix,Concluído
T011092,C01513,2023-10-24,220.84,Eletrônicos,Boleto,Concluído
T011093,C01956,2022-01-30,136.88,Esporte,Boleto,Concluído
T011094,C00130,2023-03-14,21.38,Moda,Pix,Cancelado
T011095,C00838,2023-11-04,213.85,Alimentação,Pix,Concluído
T011096,C00770,2024-02-12,125.11,Eletrônicos,Débito,Concluído
T011097,C01667,2023-06-14,165.23,Moda,Crédito,Concluído
T011098,C01031,2022-03-04,248.83,Eletrônicos,Pix,Concluído
T011099,C00852,2023-03-06,255.37,Eletrônicos,Débito,Concluído
T011100,C01777,2022-05-15,808.49,Casa,Crédito,Concluído
T011101,C01728,2022-06-06,266.09,Esporte,Pix,Concluído
T011102,C00937,2023-07-23,103.65,Casa,Débito,Concluído
T011103,C01334,2024-02-16,99.98,Eletrônicos,Débito,Concluído
T011104,C01833,2022-09-11,162.12,Moda,Boleto,Concluído
T011105,C01651,2022-07-06,75.05,Esporte,Pix,Concluído
T011106,C00901,2024-05-29,118.08,Moda,Crédito,Concluído
T011107,C00473,2024-05-22,461.47,Moda,Débito,Concluído
T011108,C01126,2023-01-14,491.1,Alimentação,Boleto,Reembolsado
T011109,C00338,2022-11-23,247.08,Eletrônicos,Débito,Concluído
T011110,C00319,2022-07-18,218.57,Moda,Crédito,Cancelado
T011111,C01537,2024-05-30,139.26,Eletrônicos,Débito,Cancelado
T011112,C01049,2022-06-20,252.58,Casa,Boleto,Concluído
T011113,C00721,2022-11-11,410.04,Casa,Crédito,Concluído
T011114,C01454,2022-01-06,334.71,Moda,Pix,Concluído
T011115,C00143,2024-05-27,9.03,Eletrônicos,Boleto,Concluído
T011116,C01733,2022-09-13,328.38,Alimentação,Crédito,Concluído
T011117,C00657,2024-05-28,318.19,Esporte,Débito,Concluído
T011118,C01173,2024-03-31,26.06,Casa,Boleto,Concluído
T011119,C01717,2022-11-16,40.7,Casa,Crédito,Concluído
T011120,C01079,2022-09-05,387.68,Alimentação,Crédito,Concluído
T011121,C00471,2024-01-01,204.67,Moda,Boleto,Reembolsado
T011122,C00363,2022-01-04,430.97,Casa,Crédito,Concluído
T011123,C00650,2023-05-28,51.06,Casa,Crédito,Concluído
T011124,C00209,2024-04-17,7.77,Esporte,Débito,Concluído
T011125,C01209,2023-05-21,44.17,Alimentação,Pix,Concluído
T011126,C01089,2022-01-31,150.63,Alimentação,Pix,Concluído
T011127,C00549,2024-04-12,185.21,Eletrônicos,Boleto,Reembolsado
T011128,C01136,2023-09-21,487.46,Alimentação,Boleto,Concluído
T011129,C00263,2022-10-02,314.87,Esporte,Crédito,Concluído
T011130,C01100,2023-12-10,1161.25,Alimentação,Pix,Concluído
T011131,C01320,2024-06-04,20.5,Eletrônicos,Débito,Cancelado
T011132,C01202,2022-11-21,34.88,Esporte,Débito,Concluído
T011133,C00766,2022-06-26,22.03,Casa,Pix,Concluído
T011134,C00001,2022-10-14,193.3,Moda,Boleto,Concluído
T011135,C00148,2024-01-18,77.6,Casa,Pix,Concluído
T011136,C00876,2022-03-20,287.71,Eletrônicos,Boleto,Concluído
T011137,C01695,2022-08-31,35.59,Esporte,Débito,Concluído
T011138,C01860,2024-04-02,27.23,Casa,Crédito,Concluído
T011139,C00986,2023-05-16,154.12,Eletrônicos,Crédito,Concluído
T011140,C01804,2022-07-24,117.86,Casa,Débito,Concluído
T011141,C01686,2023-04-05,441.76,Moda,Pix,Concluído
T011142,C01153,2023-01-18,454.35,Casa,Pix,Concluído
T011143,C01662,2023-12-24,31.23,Casa,Pix,Concluído
T011144,C00513,2022-11-29,418.26,Casa,Pix,Concluído
T011145,C01923,2023-08-26,207.62,Eletrônicos,Pix,Concluído
T011146,C00629,2022-06-15,175.07,Esporte,Boleto,Concluído
T011147,C00972,2022-06-10,24.89,Alimentação,Pix,Concluído
T011148,C01526,2022-01-06,336.41,Eletrônicos,Pix,Concluído
T011149,C01173,2023-10-15,15.37,Alimentação,Pix,Concluído
T011150,C01293,2022-07-24,81.33,Alimentação,Crédito,Cancelado
T011151,C01725,2023-06-16,25.07,Casa,Crédito,Concluído
T011152,C00653,2022-04-10,189.16,Moda,Pix,Concluído
T011153,C01129,2023-11-08,259.07,Alimentação,Pix,Concluído
T011154,C00466,2022-02-14,553.77,Alimentação,Boleto,Concluído
T011155,C00764,2023-04-02,330.94,Casa,Crédito,Concluído
T011156,C01020,2024-04-28,811.72,Moda,Débito,Concluído
T011157,C00929,2022-08-15,357.77,Casa,Crédito,Concluído
T011158,C01926,2022-11-11,88.48,Alimentação,Pix,Concluído
T011159,C01305,2022-02-21,198.29,Eletrônicos,Crédito,Concluído
T011160,C01431,2022-05-26,153.09,Alimentação,Pix,Cancelado
T011161,C01880,2022-10-08,208.66,Eletrônicos,Crédito,Concluído
T011162,C01637,2022-05-03,212.21,Esporte,Crédito,Concluído
T011163,C00794,2023-12-20,302.75,Moda,Crédito,Reembolsado
T011164,C00900,2023-04-16,21.67,Esporte,Pix,Concluído
T011165,C01382,2024-06-15,343.34,Casa,Débito,Concluído
T011166,C00675,2022-10-24,38.8,Alimentação,Pix,Concluído
T011167,C01009,2023-09-06,6.64,Esporte,Débito,Cancelado
T011168,C01227,2023-05-27,182.92,Moda,Débito,Concluído
T011169,C01636,2024-02-25,217.76,Eletrônicos,Débito,Concluído
T011170,C00281,2023-10-03,8.87,Eletrônicos,Débito,Concluído
T011171,C00916,2023-05-17,181.09,Casa,Débito,Concluído
T011172,C01281,2023-11-10,191.2,Casa,Boleto,Concluído
T011173,C01118,2022-07-21,13.48,Alimentação,Débito,Concluído
T011174,C00324,2023-02-19,310.84,Esporte,Boleto,Concluído
T011175,C00791,2023-09-06,59.02,Alimentação,Pix,Concluído
T011176,C01763,2023-08-06,395.53,Eletrônicos,Pix,Concluído
T011177,C01386,2023-02-26,93.06,Eletrônicos,Boleto,Reembolsado
T011178,C01686,2023-06-04,162.47,Esporte,Crédito,Concluído
T011179,C01375,2023-11-05,556.06,Alimentação,Débito,Concluído
T011180,C01086,2022-03-14,410.21,Casa,Boleto,Concluído
T011181,C01665,2022-12-11,380.66,Esporte,Pix,Concluído
T011182,C00187,2022-01-27,43.72,Casa,Pix,Concluído
T011183,C01604,2022-06-18,12.33,Esporte,Pix,Concluído
T011184,C00915,2024-02-14,232.7,Casa,Pix,Concluído
T011185,C00542,2024-03-10,132.2,Moda,Boleto,Concluído
T011186,C00897,2023-08-08,599.44,Eletrônicos,Crédito,Concluído
T011187,C01328,2022-07-28,107.54,Esporte,Pix,Concluído
T011188,C01811,2023-09-03,132.14,Moda,Crédito,Concluído
T011189,C00639,2024-05-29,186.64,Esporte,Débito,Concluído
T011190,C00436,2024-06-30,397.9,Eletrônicos,Crédito,Concluído
T011191,C00213,2024-06-16,78.1,Eletrônicos,Pix,Concluído
T011192,C01430,2023-06-27,711.06,Casa,Boleto,Concluído
T011193,C00818,2024-04-27,194.09,Eletrônicos,Débito,Concluído
T011194,C00962,2023-06-29,459.68,Eletrônicos,Boleto,Concluído
T011195,C01158,2023-12-26,186.44,Eletrônicos,Boleto,Concluído
T011196,C00960,2023-10-19,369.59,Alimentação,Crédito,Concluído
T011197,C00917,2023-09-03,13.2,Alimentação,Crédito,Concluído
T011198,C00993,2024-04-01,401.38,Eletrônicos,Crédito,Concluído
T011199,C00915,2022-11-06,185.56,Alimentação,Pix,Concluído
T011200,C01243,2022-06-29,149.19,Esporte,Débito,Concluído
T011201,C00421,2023-10-09,29.59,Moda,Crédito,Concluído
T011202,C00319,2023-03-14,338.28,Moda,Pix,Cancelado
T011203,C01181,2023-04-22,35.15,Alimentação,Boleto,Concluído
T011204,C00188,2023-01-30,53.4,Moda,Débito,Concluído
T011205,C01500,2023-12-03,33.79,Alimentação,Boleto,Concluído
T011206,C00162,2023-06-26,1.65,Casa,Crédito,Concluído
T011207,C00129,2023-08-17,271.11,Eletrônicos,Débito,Concluído
T011208,C00304,2022-02-26,78.97,Moda,Pix,Concluído
T011209,C01113,2022-06-23,40.47,Eletrônicos,Débito,Concluído
T011210,C01919,2023-12-21,96.41,Moda,Débito,Reembolsado
T011211,C00917,2022-11-22,172.83,Esporte,Débito,Cancelado
T011212,C01186,2022-11-18,175.0,Esporte,Crédito,Concluído
T011213,C00922,2022-07-02,114.4,Alimentação,Boleto,Concluído
T011214,C01060,2022-08-23,170.77,Eletrônicos,Boleto,Concluído
T011215,C01251,2023-09-11,139.37,Alimentação,Crédito,Concluído
T011216,C00151,2022-07-05,432.43,Casa,Crédito,Cancelado
T011217,C00593,2022-09-23,7.52,Alimentação,Boleto,Concluído
T011218,C00047,2023-10-06,506.3,Alimentação,Crédito,Concluído
T011219,C01740,2024-04-21,69.9,Alimentação,Crédito,Cancelado
T011220,C00940,2022-11-25,319.84,Moda,Crédito,Concluído
T011221,C00660,2024-04-09,129.82,Moda,Crédito,Cancelado
T011222,C00231,2022-12-31,87.15,Casa,Boleto,Concluído
T011223,C01563,2023-11-14,238.85,Eletrônicos,Pix,Concluído
T011224,C01002,2024-03-20,366.21,Esporte,Pix,Concluído
T011225,C01725,2022-01-24,149.43,Eletrônicos,Boleto,Concluído
T011226,C00165,2022-09-18,157.1,Esporte,Débito,Concluído
T011227,C00724,2022-12-21,15.16,Moda,Débito,Concluído
T011228,C00820,2022-07-15,644.24,Alimentação,Pix,Reembolsado
T011229,C01611,2023-09-03,469.16,Casa,Boleto,Concluído
T011230,C01628,2023-05-05,126.87,Casa,Pix,Concluído
T011231,C01598,2024-06-06,361.99,Casa,Débito,Concluído
T011232,C01090,2022-11-29,93.96,Eletrônicos,Pix,Cancelado
T011233,C01944,2023-09-05,327.72,Moda,Pix,Concluído
T011234,C01104,2024-05-13,181.78,Moda,Pix,Concluído
T011235,C00140,2023-09-24,154.4,Alimentação,Débito,Concluído
T011236,C00400,2022-11-17,14.55,Eletrônicos,Débito,Cancelado
T011237,C01956,2023-03-23,841.13,Alimentação,Boleto,Concluído
T011238,C00130,2023-01-12,454.13,Esporte,Crédito,Concluído
T011239,C00985,2022-07-22,394.23,Moda,Débito,Concluído
T011240,C00766,2022-03-31,90.93,Casa,Crédito,Concluído
T011241,C00446,2023-12-08,85.48,Alimentação,Pix,Concluído
T011242,C01856,2022-06-26,212.86,Esporte,Crédito,Concluído
T011243,C00029,2023-09-19,468.06,Casa,Boleto,Cancelado
T011244,C01226,2024-04-24,681.92,Casa,Pix,Concluído
T011245,C01261,2022-02-01,78.31,Alimentação,Boleto,Concluído
T011246,C01623,2024-05-29,233.75,Alimentação,Crédito,Concluído
T011247,C01632,2023-12-28,321.75,Alimentação,Pix,Concluído
T011248,C00799,2024-03-30,64.17,Moda,Débito,Concluído
T011249,C01363,2024-03-01,130.84,Eletrônicos,Crédito,Concluído
T011250,C01423,2022-08-31,51.9,Alimentação,Crédito,Reembolsado
T011251,C01463,2024-03-08,300.08,Moda,Pix,Concluído
T011252,C00289,2022-03-11,498.38,Eletrônicos,Pix,Concluído
T011253,C01276,2022-03-12,524.98,Esporte,Boleto,Concluído
T011254,C00977,2023-09-15,277.23,Eletrônicos,Débito,Reembolsado
T011255,C01716,2022-06-07,106.6,Moda,Crédito,Reembolsado
T011256,C00100,2023-07-03,270.47,Moda,Débito,Concluído
T011257,C01940,2024-03-26,499.27,Eletrônicos,Débito,Reembolsado
T011258,C01609,2022-11-22,245.78,Eletrônicos,Débito,Concluído
T011259,C00422,2022-02-04,133.14,Moda,Pix,Concluído
T011260,C00643,2023-04-25,630.82,Moda,Débito,Concluído
T011261,C00694,2023-04-05,450.78,Esporte,Boleto,Concluído
T011262,C00706,2024-04-15,535.19,Moda,Débito,Concluído
T011263,C00018,2023-02-20,583.76,Moda,Pix,Concluído
T011264,C00471,2023-07-25,125.14,Casa,Pix,Concluído
T011265,C01662,2024-06-04,490.88,Casa,Débito,Concluído
T011266,C00723,2023-02-23,211.2,Casa,Boleto,Concluído
T011267,C01031,2023-05-26,9.73,Alimentação,Crédito,Concluído
T011268,C00419,2023-01-03,252.54,Alimentação,Crédito,Concluído
T011269,C00380,2024-06-30,159.01,Moda,Boleto,Concluído
T011270,C00508,2024-06-05,80.45,Casa,Pix,Concluído
T011271,C00114,2024-06-01,879.85,Esporte,Débito,Concluído
T011272,C00852,2022-07-26,14.16,Esporte,Crédito,Concluído
T011273,C00511,2022-12-27,729.13,Esporte,Crédito,Concluído
T011274,C01620,2023-03-12,43.37,Moda,Débito,Concluído
T011275,C00851,2023-08-01,118.3,Casa,Crédito,Concluído
T011276,C01897,2024-02-13,134.99,Moda,Crédito,Concluído
T011277,C00976,2022-09-27,328.28,Moda,Pix,Concluído
T011278,C00614,2022-08-21,60.71,Esporte,Crédito,Concluído
T011279,C00469,2023-10-31,1069.0,Casa,Crédito,Reembolsado
T011280,C00093,2022-04-16,345.59,Alimentação,Pix,Reembolsado
T011281,C01516,2023-10-28,390.11,Eletrônicos,Crédito,Concluído
T011282,C01852,2022-01-18,28.13,Moda,Pix,Concluído
T011283,C01126,2023-05-10,161.71,Casa,Débito,Concluído
T011284,C00493,2022-09-17,727.89,Eletrônicos,Crédito,Concluído
T011285,C00763,2023-04-30,78.7,Eletrônicos,Crédito,Concluído
T011286,C01560,2022-11-09,39.28,Alimentação,Boleto,Concluído
T011287,C01509,2023-09-23,166.09,Alimentação,Boleto,Concluído
T011288,C00989,2024-03-31,666.22,Moda,Boleto,Concluído
T011289,C00479,2022-04-12,166.77,Moda,Pix,Concluído
T011290,C00877,2023-06-21,129.73,Casa,Crédito,Concluído
T011291,C00167,2022-06-29,262.65,Alimentação,Crédito,Concluído
T011292,C00140,2023-05-25,690.7,Alimentação,Boleto,Concluído
T011293,C00094,2023-04-22,12.58,Casa,Pix,Concluído
T011294,C01205,2023-11-05,41.63,Alimentação,Boleto,Concluído
T011295,C00576,2023-02-04,35.61,Esporte,Crédito,Concluído
T011296,C01028,2022-12-16,22.3,Eletrônicos,Pix,Concluído
T011297,C00606,2022-08-03,89.92,Esporte,Boleto,Concluído
T011298,C01413,2023-01-18,65.12,Eletrônicos,Crédito,Concluído
T011299,C01296,2022-05-04,198.9,Casa,Boleto,Concluído
T011300,C01819,2022-10-19,99.11,Casa,Débito,Concluído
T011301,C01156,2023-10-30,129.89,Eletrônicos,Pix,Concluído
T011302,C00584,2023-12-06,711.25,Eletrônicos,Débito,Cancelado
T011303,C00816,2022-11-24,42.3,Eletrônicos,Débito,Concluído
T011304,C01928,2023-07-19,122.94,Eletrônicos,Pix,Concluído
T011305,C00593,2023-11-13,74.29,Moda,Débito,Concluído
T011306,C01536,2024-04-26,199.16,Alimentação,Boleto,Concluído
T011307,C00686,2022-04-08,333.27,Alimentação,Crédito,Concluído
T011308,C01836,2023-10-21,424.55,Casa,Pix,Concluído
T011309,C00963,2022-10-27,181.05,Moda,Boleto,Concluído
T011310,C00987,2022-01-30,482.61,Eletrônicos,Crédito,Concluído
T011311,C01076,2022-03-15,384.37,Moda,Débito,Concluído
T011312,C01314,2022-06-21,42.7,Eletrônicos,Pix,Concluído
T011313,C00446,2024-06-03,70.4,Alimentação,Débito,Concluído
T011314,C00237,2022-03-25,278.47,Eletrônicos,Crédito,Concluído
T011315,C01813,2023-08-08,920.17,Alimentação,Pix,Concluído
T011316,C01515,2024-01-14,117.95,Eletrônicos,Boleto,Concluído
T011317,C01304,2022-10-17,65.28,Casa,Débito,Concluído
T011318,C01068,2023-10-01,508.39,Alimentação,Boleto,Cancelado
T011319,C00882,2022-03-26,55.66,Casa,Boleto,Concluído
T011320,C00766,2022-09-11,298.84,Moda,Boleto,Concluído
T011321,C00937,2023-10-26,8.71,Eletrônicos,Pix,Concluído
T011322,C01949,2024-04-03,4.79,Moda,Débito,Cancelado
T011323,C00359,2023-06-03,150.17,Eletrônicos,Boleto,Concluído
T011324,C00646,2023-03-28,267.17,Alimentação,Crédito,Cancelado
T011325,C01592,2022-11-03,38.41,Eletrônicos,Pix,Concluído
T011326,C01550,2023-10-10,360.86,Esporte,Boleto,Concluído
T011327,C00690,2022-07-03,34.45,Esporte,Boleto,Concluído
T011328,C00462,2022-11-10,190.74,Esporte,Débito,Concluído
T011329,C00101,2022-12-07,92.15,Casa,Boleto,Concluído
T011330,C00692,2022-08-15,348.84,Esporte,Boleto,Concluído
T011331,C00984,2024-04-16,407.56,Eletrônicos,Boleto,Concluído
T011332,C01485,2024-01-26,17.09,Moda,Débito,Concluído
T011333,C00769,2022-09-21,53.49,Casa,Boleto,Concluído
T011334,C00268,2023-03-26,557.9,Alimentação,Crédito,Concluído
T011335,C00883,2022-09-08,134.3,Casa,Pix,Concluído
T011336,C01386,2023-02-12,161.92,Moda,Boleto,Cancelado
T011337,C00408,2022-06-19,45.99,Esporte,Débito,Concluído
T011338,C01061,2023-07-20,1319.37,Moda,Crédito,Concluído
T011339,C00468,2024-06-30,641.14,Casa,Pix,Cancelado
T011340,C01990,2022-05-12,0.51,Casa,Débito,Concluído
T011341,C01740,2024-04-06,200.04,Casa,Débito,Concluído
T011342,C00259,2023-08-29,514.45,Moda,Pix,Concluído
T011343,C00509,2022-02-15,140.76,Eletrônicos,Pix,Concluído
T011344,C01691,2022-12-16,143.54,Eletrônicos,Débito,Concluído
T011345,C01774,2022-04-09,119.25,Esporte,Crédito,Concluído
T011346,C00309,2024-01-16,7.31,Alimentação,Crédito,Concluído
T011347,C01636,2024-02-20,390.5,Moda,Crédito,Concluído
T011348,C01297,2022-02-06,152.56,Eletrônicos,Pix,Concluído
T011349,C00625,2023-03-14,189.32,Esporte,Boleto,Concluído
T011350,C00110,2022-03-16,73.82,Alimentação,Débito,Concluído
T011351,C01679,2022-02-27,383.26,Esporte,Crédito,Concluído
T011352,C00679,2022-01-19,394.66,Esporte,Boleto,Concluído
T011353,C01284,2023-02-06,201.25,Alimentação,Pix,Concluído
T011354,C01681,2022-07-07,587.49,Casa,Débito,Concluído
T011355,C00742,2022-05-19,30.79,Eletrônicos,Boleto,Cancelado
T011356,C00907,2022-05-23,386.18,Eletrônicos,Débito,Concluído
T011357,C00268,2022-04-18,204.44,Alimentação,Pix,Cancelado
T011358,C01056,2022-08-09,65.67,Eletrônicos,Pix,Concluído
T011359,C01947,2022-05-25,35.48,Moda,Crédito,Concluído
T011360,C00940,2024-05-07,89.53,Moda,Débito,Concluído
T011361,C00811,2023-05-25,485.03,Moda,Débito,Concluído
T011362,C01755,2023-01-11,387.34,Alimentação,Boleto,Concluído
T011363,C01201,2022-01-05,259.0,Esporte,Débito,Concluído
T011364,C00104,2023-01-23,23.67,Esporte,Débito,Concluído
T011365,C01260,2023-07-22,774.33,Casa,Boleto,Cancelado
T011366,C01117,2024-02-06,91.12,Casa,Crédito,Concluído
T011367,C00201,2024-01-04,233.49,Moda,Débito,Cancelado
T011368,C01835,2024-05-21,406.27,Moda,Boleto,Reembolsado
T011369,C00899,2023-07-14,35.64,Alimentação,Pix,Concluído
T011370,C00743,2024-03-26,264.03,Moda,Crédito,Concluído
T011371,C00925,2022-06-12,8.21,Moda,Boleto,Concluído
T011372,C01791,2024-01-18,26.84,Moda,Débito,Concluído
T011373,C00597,2024-01-30,321.06,Eletrônicos,Crédito,Concluído
T011374,C01059,2022-12-31,42.13,Esporte,Crédito,Concluído
T011375,C01141,2023-02-21,146.53,Eletrônicos,Crédito,Concluído
T011376,C00688,2023-05-24,71.37,Moda,Pix,Concluído
T011377,C01482,2023-09-04,136.71,Moda,Boleto,Concluído
T011378,C01495,2022-01-21,20.09,Eletrônicos,Crédito,Concluído
T011379,C01959,2023-09-06,351.52,Eletrônicos,Débito,Concluído
T011380,C00920,2023-06-01,20.58,Alimentação,Débito,Concluído
T011381,C00788,2022-07-16,454.91,Alimentação,Débito,Concluído
T011382,C00399,2023-10-23,271.63,Moda,Crédito,Concluído
T011383,C00597,2022-12-11,134.71,Eletrônicos,Débito,Concluído
T011384,C00117,2022-11-26,503.39,Alimentação,Crédito,Cancelado
T011385,C00362,2023-01-13,51.49,Casa,Boleto,Concluído
T011386,C00204,2022-07-30,76.82,Eletrônicos,Crédito,Cancelado
T011387,C01170,2022-06-09,36.87,Esporte,Crédito,Cancelado
T011388,C00444,2023-10-20,120.14,Casa,Boleto,Concluído
T011389,C00727,2023-07-24,1080.62,Casa,Débito,Concluído
T011390,C01641,2022-12-20,43.89,Eletrônicos,Crédito,Concluído
T011391,C00861,2022-08-28,444.43,Moda,Boleto,Concluído
T011392,C01321,2022-03-20,263.8,Esporte,Pix,Concluído
T011393,C00868,2022-06-01,3.99,Alimentação,Boleto,Concluído
T011394,C01605,2023-06-01,724.61,Alimentação,Pix,Concluído
T011395,C01511,2023-01-18,885.9,Moda,Boleto,Concluído
T011396,C00767,2023-11-24,647.24,Esporte,Crédito,Concluído
T011397,C01255,2022-12-18,174.16,Esporte,Débito,Concluído
T011398,C01227,2022-07-20,62.24,Casa,Crédito,Cancelado
T011399,C00362,2022-05-13,124.09,Casa,Crédito,Concluído
T011400,C00395,2023-09-26,238.1,Esporte,Pix,Concluído
T011401,C00248,2022-06-18,119.04,Eletrônicos,Débito,Concluído
T011402,C01464,2024-05-15,307.9,Eletrônicos,Débito,Cancelado
T011403,C00914,2023-01-26,396.89,Eletrônicos,Crédito,Concluído
T011404,C01420,2024-05-07,58.74,Esporte,Boleto,Concluído
T011405,C00761,2023-01-20,129.77,Alimentação,Boleto,Concluído
T011406,C00656,2024-03-30,791.0,Eletrônicos,Débito,Concluído
T011407,C01819,2022-04-08,71.86,Alimentação,Crédito,Concluído
T011408,C00356,2024-03-04,106.33,Eletrônicos,Crédito,Concluído
T011409,C01425,2023-01-12,9.08,Esporte,Pix,Concluído
T011410,C00241,2024-02-19,101.0,Eletrônicos,Débito,Cancelado
T011411,C01365,2024-04-17,115.88,Alimentação,Boleto,Concluído
T011412,C01911,2022-12-06,26.29,Moda,Boleto,Concluído
T011413,C00229,2023-06-15,0.36,Alimentação,Débito,Concluído
T011414,C01567,2022-05-12,214.16,Moda,Pix,Concluído
T011415,C00621,2023-08-31,89.71,Alimentação,Boleto,Concluído
T011416,C00931,2022-07-29,4.5,Eletrônicos,Débito,Concluído
T011417,C01563,2022-01-05,491.43,Eletrônicos,Crédito,Concluído
T011418,C00855,2023-01-12,219.51,Alimentação,Débito,Concluído
T011419,C01696,2023-10-02,46.93,Eletrônicos,Débito,Reembolsado
T011420,C00529,2022-02-23,501.08,Eletrônicos,Débito,Concluído
T011421,C00267,2023-05-13,73.12,Esporte,Crédito,Concluído
T011422,C01153,2022-07-17,64.51,Casa,Débito,Cancelado
T011423,C00220,2023-03-17,562.58,Casa,Crédito,Concluído
T011424,C01106,2023-12-19,49.45,Alimentação,Boleto,Reembolsado
T011425,C00561,2022-06-29,527.96,Casa,Pix,Concluído
T011426,C01577,2022-08-29,406.1,Moda,Crédito,Concluído
T011427,C01044,2024-02-25,92.69,Alimentação,Pix,Concluído
T011428,C01351,2022-11-16,8.75,Alimentação,Pix,Concluído
T011429,C01061,2023-05-16,21.55,Moda,Boleto,Concluído
T011430,C00382,2023-10-12,29.0,Casa,Crédito,Concluído
T011431,C01936,2022-01-23,553.64,Moda,Boleto,Concluído
T011432,C00039,2023-09-24,129.39,Eletrônicos,Crédito,Concluído
